prefecture,area,suumo_count,workplace_straight_distance_km,median_rent_est_yen,foreign_resident_ratio_pct_2020,estimated_avg_age_2020,crime_count,crime_rate_per_1000,population_2020,notes,representative_point,distance_basis,suumo_search_names,stat_names,sc_codes,bucket_count_sum,crime_basis,suumo_source_url
大阪府,岸和田市,2224.0,36.7,74861.31386861314,1.265616968603468,45.52724988932566,1665.0,8.732914433173537,190658.0,,大阪府岸和田市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,岸和田市,岸和田市,27202,2544.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27202&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,豊中市,8847.0,10.3,124994.47513812153,1.31662175825161,44.37714663967369,2298.0,5.722710044377151,401558.0,,大阪府豊中市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,豊中市,豊中市,27203,10672.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27203&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,池田市,1812.0,15.7,120365.8536585366,1.792500452411113,45.069484822678376,564.0,5.371786690541274,104993.0,,大阪府池田市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,池田市,池田市,27204,2175.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27204&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,吹田市,8514.0,5.4,135827.9220779221,1.2236524391350918,43.406858446358534,2141.0,5.552861111039067,385567.0,,大阪府吹田市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,吹田市,吹田市,27205,10473.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27205&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,泉大津市,1017.0,30.7,83109.45273631842,1.5871096059775305,44.73177058380672,676.0,9.084556254367575,74412.0,,大阪府泉大津市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,泉大津市,泉大津市,27206,1137.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27206&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,高槻市,6141.0,11.9,104009.009009009,0.8568236848521964,45.950269676243906,1773.0,5.0269635779051765,352698.0,,大阪府高槻市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,高槻市,高槻市,27207,7168.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27207&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,貝塚市,399.0,39.5,71545.45454545454,1.0243596272041495,45.04735326106443,612.0,7.247492391317221,84443.0,,大阪府貝塚市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,貝塚市,貝塚市,27208,458.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27208&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,守口市,899.0,1.5,97182.74111675128,1.5535025437468553,46.30955487997247,1324.0,9.252529770224186,143096.0,,大阪府守口市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,守口市,守口市,27209,1075.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27209&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,枚方市,6183.0,10.4,80065.45820745216,0.7777713452927214,46.137003639524146,1814.0,4.565945696961154,397289.0,,大阪府枚方市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,枚方市,枚方市,27210,7343.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27210&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,茨木市,8517.0,7.9,105838.97158322057,1.1177145240329476,43.6595613928528,1757.0,6.106419212456122,287730.0,,大阪府茨木市,職場所在地から国土地理院住所検索で得た市区町村代表点までの直線距離。郡単位は構成町村代表点の平均点。,茨木市,茨木市,27211,10177.0,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27211&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
