prefecture,area,suumo_count,mean_rent_est_yen,median_rent_est_yen,foreign_resident_ratio_pct_2020,estimated_avg_age_2020,crime_count,crime_rate_per_1000,population_2020,notes,suumo_search_names,stat_names,sc_codes,bucket_count_sum,crime_basis,suumo_source_url
大阪府,高石市,930,106080.69164265132,100641.02564102564,0.8358047991372337,45.46375785307041,391,7.027950031455019,55635.0,,高石市,高石市,27225,1041,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27225&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,藤井寺市,751,76476.13762486127,73932.38434163702,1.0755558346941338,45.72106210477692,448,7.034292174349956,63688.0,,藤井寺市,藤井寺市,27226,901,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27226&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,東大阪市,9580,107474.60798289381,98413.1205673759,2.6794752399076813,46.11898572879408,5189,10.505324533344131,493940.0,,東大阪市,東大阪市,27227,11224,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27227&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,泉南市,454,66406.57084188912,66191.58878504673,0.9800006655352568,46.002983343698,420,6.988120195667365,60102.0,,泉南市,泉南市,27228,487,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27228&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,四條畷市,578,91436.17021276594,82580.64516129032,0.8717400366094568,45.21723431872612,364,6.59695162839589,55177.0,,四條畷市,四條畷市,27229,658,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27229&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,交野市,1892,101882.00877620676,98308.51063829787,0.6650407154185491,45.54990446668359,337,4.491357136193408,75033.0,,交野市,交野市,27230,2051,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27230&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,大阪狭山市,917,87974.55968688846,83861.38613861386,0.6434499871652263,45.168874229818634,430,7.358603576623599,58435.0,,大阪狭山市,大阪狭山市,27231,1022,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27231&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,阪南市,263,63090.27777777779,65972.22222222222,0.6672649939516916,47.77977598373634,249,4.858157412104421,51254.0,,阪南市,阪南市,27232,288,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27232&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,三島郡,210,118631.92182410423,123904.1095890411,0.7242862223946713,44.43976450744429,104,3.362757461118117,30927.0,SUUMO検索単位が郡単位,三島郡,島本町,27300,307,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27300&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,豊能郡,35,69500.0,73529.41176470587,0.6871847357262958,53.559128826674595,63,2.302799912274289,27358.0,SUUMO検索単位が郡単位,豊能郡,豊能町 / 能勢町,27320,40,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27320&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,泉北郡,227,68893.61702127659,66056.91056910569,2.637773887849339,45.88924835217996,107,6.458622562926299,16567.0,SUUMO検索単位が郡単位,泉北郡,忠岡町,27340,235,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27340&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,泉南郡,322,74509.53678474114,74194.63087248322,0.6573246885177328,46.55270740485427,380,5.676895037198602,66938.0,SUUMO検索単位が郡単位,泉南郡,熊取町 / 田尻町 / 岬町,27360,367,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27360&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
大阪府,南河内郡,83,68900.0,66764.70588235294,0.7942882641677822,47.7023325165111,166,4.938271604938271,33615.0,SUUMO検索単位が郡単位,南河内郡,太子町 / 河南町 / 千早赤阪村,27380,100,大阪府警 令和7年確定 市区町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=27&sc=27380&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,奈良市,9595,101845.27014898582,92547.4083438685,0.859205368976116,47.04358139307404,1611,4.67,354630.0,生駒市周辺,奈良市,奈良市,29201,11142,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29201&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,大和高田市,855,56744.301288404364,58139.88095238095,0.8616221819124125,47.528487422410976,357,6.03,61744.0,橿原市周辺,大和高田市,大和高田市,29202,1009,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29202&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,大和郡山市,1030,85244.96937882765,84040.0,0.7996638050069039,47.73231331911003,451,5.64,83285.0,橿原市周辺 / 生駒市周辺,大和郡山市,大和郡山市,29203,1143,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29203&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,天理市,1878,67373.66003062789,66391.30434782608,1.158258855201991,45.04162761512923,418,6.97,63889.0,橿原市周辺,天理市,天理市,29204,1959,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29204&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,橿原市,2904,79911.09101868595,75594.29477020602,0.7475893551214833,45.87651359282245,774,6.58,120922.0,橿原市周辺,橿原市,橿原市,29205,3318,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29205&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,桜井市,997,64674.876847290645,65265.251989389915,1.0882840840731356,47.12040707704732,383,7.3,54857.0,橿原市周辺,桜井市,桜井市,29206,1015,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29206&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,御所市,268,59652.777777777774,57469.135802469136,1.103917662682603,51.93644879267277,119,5.49,24096.0,橿原市周辺,御所市,御所市,29208,288,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29208&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,生駒市,1886,79049.24760601915,74163.46153846155,1.0396400257124492,45.24002054593484,344,3.02,116675.0,生駒市周辺,生駒市,生駒市,29209,2193,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29209&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,香芝市,1586,89242.07492795389,82868.85245901639,0.650339892207443,42.95746334386819,279,3.63,78113.0,橿原市周辺,香芝市,香芝市,29210,1735,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29210&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,葛城市,941,69111.11111111111,69125.6830601093,0.9475456125108601,44.52596342259961,177,4.78,36832.0,橿原市周辺,葛城市,葛城市,29211,990,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29211&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,生駒郡斑鳩町,389,68054.89260143199,72164.17910447762,0.6561061369485627,45.81946367412373,98,3.6,27587.0,生駒市周辺,生駒郡斑鳩町,斑鳩町,29344,419,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29344&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,生駒郡三郷町,302,54938.27160493827,58545.454545454544,0.637409018476248,47.155776392136495,69,3.06,23219.0,生駒市周辺,生駒郡三郷町,三郷町,29343,324,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29343&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,生駒郡平群町,219,76904.7619047619,76058.82352941176,0.5497251374312844,49.98866926503341,107,6.15,18009.0,生駒市周辺,生駒郡平群町,平群町,29342,231,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29342&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,生駒郡安堵町,66,62721.51898734177,63790.32258064516,2.809688581314879,49.162988826815635,20,2.93,7225.0,生駒市周辺,生駒郡安堵町,安堵町,29345,79,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29345&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,磯城郡川西町,113,94181.03448275861,89629.62962962964,1.922370515489164,47.83859089235301,40,5.2,8167.0,橿原市周辺,磯城郡川西町,川西町,29361,116,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29361&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,磯城郡田原本町,429,73085.10638297873,70756.3025210084,0.667158482214453,47.071969329321554,141,4.62,31177.0,橿原市周辺,磯城郡田原本町,田原本町,29363,470,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29363&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,磯城郡三宅町,37,82435.89743589742,84264.70588235294,1.2890200341667961,49.159002640981825,21,3.48,6439.0,橿原市周辺,磯城郡三宅町,三宅町,29362,39,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29362&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,高市郡高取町,3,55000.0,55000.0,0.13374944271065536,51.28853046594982,23,3.79,6729.0,橿原市周辺,高市郡高取町,高取町,29401,3,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29401&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,高市郡明日香村,49,72346.9387755102,67903.2258064516,0.28963120293492955,50.81725937379203,16,3.41,5179.0,橿原市周辺,高市郡明日香村,明日香村,29402,49,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29402&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,北葛城郡広陵町,415,79466.23093681918,76714.28571428571,0.5264714581484767,44.02474968060136,98,2.9,33810.0,橿原市周辺,北葛城郡広陵町,広陵町,29426,459,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29426&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,北葛城郡河合町,25,76851.85185185185,74722.22222222222,0.6522505582324598,49.990788852149265,70,4.36,17018.0,橿原市周辺,北葛城郡河合町,河合町,29427,27,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29427&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,北葛城郡王寺町,758,83715.36523929471,83517.06036745406,0.8110468743501227,44.76378896882494,106,4.51,24043.0,橿原市周辺,北葛城郡王寺町,王寺町,29425,794,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29425&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
奈良県,北葛城郡上牧町,172,61729.8578199052,62663.04347826087,0.6309293543336096,49.0737312333057,95,4.64,21714.0,橿原市周辺,北葛城郡上牧町,上牧町,29424,211,奈良県警 令和7年確定 市町村別,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=29&sc=29424&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,尼崎市,8490,110270.69308808193,103346.97732997482,1.8320557536777107,46.02673941318559,4791,10.424440755189918,459593.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,尼崎市,尼崎市,28202,10547,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28202&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,西宮市,26303,153281.34635982994,143192.41475295756,1.2570352995446747,43.72594488861159,3502,7.211889939392941,485587.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,西宮市,西宮市,28204,30809,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28204&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,芦屋市,4274,161471.08663418767,146141.30434782608,1.5342518259832627,46.11718495515646,497,5.291624965396819,93922.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,芦屋市,芦屋市,28206,4721,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28206&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,伊丹市,5590,94491.63636363634,88206.52173913043,1.4141658843836113,44.26818737003614,1580,7.974240176038922,198138.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,伊丹市,伊丹市,28207,6875,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28207&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,宝塚市,5995,130868.861685662,104501.44508670521,1.119541407574901,45.39108786423024,1047,4.623904748445449,226432.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,宝塚市,宝塚市,28214,7107,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28214&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
兵庫県,川西市,1226,96886.72689367615,86587.98283261803,0.775992804669087,47.0453106008344,878,5.764142829944657,152321.0,尼崎市周辺 / 兵庫県犯罪率は警察署別近似,川西市,川西市,28217,1439,兵庫県警 令和7年 警察署別近似,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=060&bs=040&ta=28&sc=28217&md=07&md=08&md=09&md=10&md=11&md=12&md=13&md=14&mb=55&mt=9999999&co=1&shkr1=03&shkr2=03&shkr3=03&shkr4=03&cb=0.0&ct=9999999&et=9999999&cn=9999999&po1=25&po2=99&pc=10
